Sno,Movie Name,Director1,Director2,Director3,Duration,Year,Ratings,Metascore
1039,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1040,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1041,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1042,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1043,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1044,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1045,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1046,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1047,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1048,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1049,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1050,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1051,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1052,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1053,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1054,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1055,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1056,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1057,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1058,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1059,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1060,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1061,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1062,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1063,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1064,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1065,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1066,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1067,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1068,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1069,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1070,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1071,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1072,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1073,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1074,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1075,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1076,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1077,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1078,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1079,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1080,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1081,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1082,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1083,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1084,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1085,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1086,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1087,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1088,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1089,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1090,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1091,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1092,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1093,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1094,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1095,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1096,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1097,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1098,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1099,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1100,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1101,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1102,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1103,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1104,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1105,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1106,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1107,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1108,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1109,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1110,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1111,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1112,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1113,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1114,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1115,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1116,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1117,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1118,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1119,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1120,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1121,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1122,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1123,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1124,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1125,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1126,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1127,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1128,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1129,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1130,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1131,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1132,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1133,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1134,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1135,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1136,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1137,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1138,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1139,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1140,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1141,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1142,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1143,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1144,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1145,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1146,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1147,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1148,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1149,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1150,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1151,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1152,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1153,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1154,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1155,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1156,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1157,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1158,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1159,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1160,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1161,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1162,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1163,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1164,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1165,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1166,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1167,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1168,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1169,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1170,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1171,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1172,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1173,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1174,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1175,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1176,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1177,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1178,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1179,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1180,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1181,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1182,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1183,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1184,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1185,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1186,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1187,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1188,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1189,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1190,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1191,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1192,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1193,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1194,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1195,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1196,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1197,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1198,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1199,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1200,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1201,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1202,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1203,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1204,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1205,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1206,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1207,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1208,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1209,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1210,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1211,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1212,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1213,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1214,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1215,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1216,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1217,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1218,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1219,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1220,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1221,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1222,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1223,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1224,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1225,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1226,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1227,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1228,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1229,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1230,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1231,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1232,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1233,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1234,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1235,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1236,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1237,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1238,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1239,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1240,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1241,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1242,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1243,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1244,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1245,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1246,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1247,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1248,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1249,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1250,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1251,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1252,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1253,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1254,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1255,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1256,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1257,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1258,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1259,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1260,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1261,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1262,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1263,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1264,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1265,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1266,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1267,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1268,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1269,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1270,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1271,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1272,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1273,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1274,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1275,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1276,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1277,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1278,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1279,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1280,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1281,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1282,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1283,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1284,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1285,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1286,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1287,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1288,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1289,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1290,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1291,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1292,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1293,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1294,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1295,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1296,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1297,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1298,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1299,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1300,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1301,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1302,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1303,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1304,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1305,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1306,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1307,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1308,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1309,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1310,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1311,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1312,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1313,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1314,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1315,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1316,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1317,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1318,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1319,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1320,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1321,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1322,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1323,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1324,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1325,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1326,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1327,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1328,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1329,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1330,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1331,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1332,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1333,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1334,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1335,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1336,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1337,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1338,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1339,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1340,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1341,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1342,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1343,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1344,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1345,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1346,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1347,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1348,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1349,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1350,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1351,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1352,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1353,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1354,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1355,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1356,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1357,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1358,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1359,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1360,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1361,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1362,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1363,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1364,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1365,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1366,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1367,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1368,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1369,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1370,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1371,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1372,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1373,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1374,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1375,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1376,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1377,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
